review_id,review_text,sentiment_label,sentiment_score,identified_theme
70,good 👍,POSITIVE,0.9998576641082764,General User Feedback
71,it's no functional problem,NEGATIVE,0.9982454776763916,General User Feedback
72,Tamam Yunus Guddata,NEGATIVE,0.9828092455863953,General User Feedback
73,It's not working after the update it doesn't open at all,NEGATIVE,0.9997859597206116,App Stability & Speed
74,Good,POSITIVE,0.9998161196708679,General User Feedback
75,CBE not compare to others,NEGATIVE,0.9168757200241089,General User Feedback
76,nice app thanks,POSITIVE,0.9998416900634766,General User Feedback
77,Great,POSITIVE,0.9998630285263062,General User Feedback
78,good service,POSITIVE,0.9998499155044556,General User Feedback
79,"It is so good,and easy to use.",POSITIVE,0.9998791217803955,General User Feedback
80,great app,POSITIVE,0.999821126461029,General User Feedback
81,update is not downgrade. its literally not working,NEGATIVE,0.9936172962188721,UI & Design Feedback
82,Please consider optimizing the app for Huawei Mobile Services (HMS). It doesn't work after the update.,NEGATIVE,0.9996885061264038,UI & Design Feedback
83,please use the cute ui as a professional developer,POSITIVE,0.9969793558120728,UI & Design Feedback
84,Daily Of the day Transfer Limit Restriction If there wasn't If it didn't have Very Extremely Happy We would be.,NEGATIVE,0.9949807524681091,Transaction Performance
85,Amazing,POSITIVE,0.999875545501709,General User Feedback
86,it's better than before,POSITIVE,0.9998137354850769,General User Feedback
87,worst apk for a big bank,NEGATIVE,0.9997958540916443,General User Feedback
88,doesn't work properly with safaricom network.,NEGATIVE,0.9997656941413879,App Stability & Speed
89,"The app forcefully made me an update, since then every time I try to make a payment it keeps bugging and failing non stop. please fix that . this is a big company not a start up .",NEGATIVE,0.9995286464691162,Transaction Performance
90,I found that when i am using safaricom network the app keeps crashing a lot and not working and as soon as i change the network it will work smoothly so make is a lot compatible with the safaricom network service.,POSITIVE,0.9555943012237549,App Stability & Speed
91,go ahead,POSITIVE,0.999769389629364,General User Feedback
92,cbe mobile app best app,POSITIVE,0.998684823513031,General User Feedback
93,"easy for use,and good privacy",POSITIVE,0.9994780421257019,General User Feedback
94,amazing,POSITIVE,0.999875545501709,General User Feedback
95,i really judged this app. 99% were profit exclusive for others only with organization benefit.,NEGATIVE,0.9830779433250427,General User Feedback
96,unable to use it is not performed well,NEGATIVE,0.9997864365577698,General User Feedback
97,ወከቀቀ,NEGATIVE,0.697056770324707,General User Feedback
98,Nice,POSITIVE,0.9998552799224854,General User Feedback
99,This app is very good and helpful I am Happy working with cbe mobile banking tanx all members and I am ready invite all my family and friends ❤️,POSITIVE,0.9998387098312378,General User Feedback
100,Samsung A-5360 is not my device and i did not opened by this,NEGATIVE,0.9985318183898926,App Stability & Speed
101,notwork totransferto other,NEGATIVE,0.9960225820541382,Transaction Performance
102,የCommercial Bank of Ethiopia ሞባይል ባንኪንግ አገልግሎት በአጠቃላይ ጠቃሚ ነው፣ ግን አንድ ችግር አጋጥሞኛል። የሂሳብ ቁጥር በምናስገባበት ሳጥን ላይ “Mr” ወይም “Mrs” ከሚለው ቀጥሎ ያለውን ስም ለማስገባት ስፔስ (space) መጠቀም አይቻልም። ይህ ተጠቃሚዎችን ስም ትክክለኛ ለማስገባት እንዲቸገሩ ያደርጋል። እባክዎ በዚህ ክፍል ስፔስ መጠቀም እንዲቻል ወይም የስም መሙያ ስርዓቱን እንዲሻሻል ቢያደርጉ በጣም ጥሩ ይሆናል።,NEGATIVE,0.9334603548049927,General User Feedback
103,🫶👍🙏,NEGATIVE,0.697056770324707,General User Feedback
104,I am very comfortable because we can easily access various transfer services that we used to have to go to the bank.,POSITIVE,0.9990236759185791,Transaction Performance
105,good app,POSITIVE,0.9998493194580078,General User Feedback
106,i am so happy,POSITIVE,0.9998812675476074,General User Feedback
107,The recent update is trash. I couldn't refresh the page. It's not even trying to sync. Please fix the bug and release a clean version.,NEGATIVE,0.9996129870414734,App Stability & Speed
108,good job,POSITIVE,0.999835729598999,General User Feedback
109,I'm from Ethiopia and proud of CBE service app.,POSITIVE,0.9996950626373291,General User Feedback
110,I am successful with app,POSITIVE,0.9998397827148438,General User Feedback
111,everything is boaring the previous one is good,POSITIVE,0.999785840511322,General User Feedback
112,good app but it needs more languages do it with more than four languages,NEGATIVE,0.9735729098320007,General User Feedback
113,good work,POSITIVE,0.9998413324356079,General User Feedback
114,wow app.The developers make improvements every time.,POSITIVE,0.9996693134307861,General User Feedback
115,nice and perfect,POSITIVE,0.9998654127120972,General User Feedback
116,best experience,POSITIVE,0.9996858835220337,General User Feedback
117,the best,POSITIVE,0.9998332262039185,General User Feedback
118,What's wrong after i update the app unable to open,NEGATIVE,0.9997888207435608,App Stability & Speed
119,👍👍it is good. pls Hide the amount that appear on the top when we need to transfer🙏,POSITIVE,0.99936443567276,Transaction Performance
120,not sure at the moment,NEGATIVE,0.99964439868927,General User Feedback
121,it's the best app i have every seen it is fast and securty,POSITIVE,0.9980030655860901,General User Feedback
122,Useful apps,POSITIVE,0.9994015693664551,General User Feedback
123,easy to use,POSITIVE,0.9988542795181274,General User Feedback
124,waw,NEGATIVE,0.7346168756484985,General User Feedback
125,"This app used to work well, but now it constantly shows an error saying it can’t load my accounts and tells me to visit a branch. I’m not even in the country, so that’s not possible. The app has frequent issues and needs better reliability and remote support options.",NEGATIVE,0.99909508228302,App Stability & Speed
126,Very good,POSITIVE,0.9998520612716675,General User Feedback
127,አዲሱ ገጽታው በጣም ያስጠላል። ለአይን ይከብዳል። ወደነበረበት ብትመልሱት።,NEGATIVE,0.944585382938385,General User Feedback
128,I like it but sometimes there is a system error,NEGATIVE,0.9990566372871399,App Stability & Speed
129,"the app keeps asking for update, even after being updated",NEGATIVE,0.9912922978401184,UI & Design Feedback
130,"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team",NEGATIVE,0.9997740387916565,Transaction Performance
131,like,POSITIVE,0.9910564422607422,General User Feedback
132,Good !,POSITIVE,0.9998268485069275,General User Feedback
133,very good cbe app,POSITIVE,0.9998026490211487,General User Feedback
134,tel birr,NEGATIVE,0.9480342268943787,General User Feedback
135,halaba kuleto,NEGATIVE,0.6842411160469055,General User Feedback
136,best app ever,POSITIVE,0.9997491240501404,General User Feedback
137,it's good app for ease of access mobile banking transaction and use our time properly!,POSITIVE,0.999681830406189,Transaction Performance
138,"pls make an option fingerprint Biometric payment only, it's fast and secure to pay",POSITIVE,0.9271582365036011,Transaction Performance
139,በጣም ቀላልና ፈጣን ለመጠቀም ወድጀዋለሁ,NEGATIVE,0.8832131028175354,General User Feedback
140,I love this up to much eollahi,POSITIVE,0.9998741149902344,General User Feedback
141,I hope this bank have excellent Mobile app but still not easy and not working in holidays why,NEGATIVE,0.9942612648010254,General User Feedback
142,"It's a great, easy-to-use, very convenient and secure app.",POSITIVE,0.9996656179428101,General User Feedback
143,Good Job,POSITIVE,0.999835729598999,General User Feedback
144,Best app.,POSITIVE,0.999774158000946,General User Feedback
145,it's so use full and secure 👍💪👌,NEGATIVE,0.5181934833526611,General User Feedback
146,"there should be atm voucher access included , and also the app crash sometimes .",NEGATIVE,0.9989251494407654,App Stability & Speed
147,"The app has some issues we need to have a place where we save our contacts where we usually send money to, after update I keep loosing all the important accounts.Also user needs to configure their notification types we want to receive either by email ,SMS or both. right now I don't get any notifications when I receive funds from companies.",NEGATIVE,0.998993456363678,Transaction Performance
148,after the the recent update the app not responding. even transfer to telebirr isn't working.,NEGATIVE,0.9997051358222961,Transaction Performance
149,Need more additional future include for now it's not bad,POSITIVE,0.994413435459137,Feature Requests
150,I don't like. I can't make transfer to my own telebirr,NEGATIVE,0.9984122514724731,Transaction Performance
151,lag and stack not quick response 😞😞,NEGATIVE,0.9985823631286621,UI & Design Feedback
152,it good. to get services,POSITIVE,0.9998569488525391,General User Feedback
153,Number One App,POSITIVE,0.9983179569244385,General User Feedback
154,this secure app of all Ethiopia mobile banking ever.,POSITIVE,0.9989427924156189,General User Feedback
155,perfect app,POSITIVE,0.9998340606689453,General User Feedback
156,owww cbe,POSITIVE,0.9705928564071655,General User Feedback
157,"Very secured, fast and favourable",POSITIVE,0.999854326248169,General User Feedback
158,very nice 👌,POSITIVE,0.9998577833175659,General User Feedback
159,اليش يتعخر معرف والله,NEGATIVE,0.5890549421310425,General User Feedback
160,good application 💯💯💯.,POSITIVE,0.9998037219047546,General User Feedback
161,Nice App,POSITIVE,0.9998061060905457,General User Feedback
162,it cost us a lot just by transfer and in other way not fair,NEGATIVE,0.9993299245834351,Transaction Performance
163,Great app,POSITIVE,0.999821126461029,General User Feedback
164,Interesting app,POSITIVE,0.9996960163116455,General User Feedback
165,"i didn't get feed back through message ,Why so?",NEGATIVE,0.9988840222358704,General User Feedback
166,good and fast,POSITIVE,0.9998561143875122,General User Feedback
167,"v, good",POSITIVE,0.9998000264167786,General User Feedback
168,very bad experience as its very slow,NEGATIVE,0.9998031258583069,App Stability & Speed
169,i luv it,POSITIVE,0.9778853058815002,General User Feedback
170,Good&fast,POSITIVE,0.9998668432235718,General User Feedback
171,የጣት አሻራ አገልግሎት አላገኘሁም። አጠቃቀሙ ጠፍቶኝ ይሆን?,NEGATIVE,0.9681780338287354,General User Feedback
172,Rtgs limit very small,NEGATIVE,0.9604359269142151,General User Feedback
173,"Trasaction history not sorted in time basis, besides the hilight transaction and its details which is found by clicking the highht transaction are diffrent. Generally, the tansaction history page has a critical problem",NEGATIVE,0.999626874923706,Transaction Performance
174,best bank for Android application form market place and key number,POSITIVE,0.9671077132225037,General User Feedback
175,i like cbe service,POSITIVE,0.9947469830513,General User Feedback
176,አሪፍ ነው,NEGATIVE,0.7850593328475952,General User Feedback
177,it is the best application in the Ethiopia I like it this,POSITIVE,0.9998393058776855,General User Feedback
178,super spp,POSITIVE,0.5455150604248047,General User Feedback
179,I have 1 year and thank you for yo ur genuine service,POSITIVE,0.9996104836463928,UI & Design Feedback
180,ካየህዋቸው ተመሳሳይ መተግበርያዎች በጣም ጥሩ መተግበርያ ነው,NEGATIVE,0.9200407862663269,General User Feedback
181,excellent,POSITIVE,0.9998434782028198,General User Feedback
182,Excellent,POSITIVE,0.9998434782028198,General User Feedback
183,"im having a terrible experience with this app, im getting 'unable to connect' error, this happened for a while now and they didnt fix it, it is so unreliable in times i need it that i have to resort to using ussd code instead of it. please fix this issue",NEGATIVE,0.9997150301933289,Account Access Issues
184,Absolute garbage,NEGATIVE,0.9997928738594055,General User Feedback
185,CBE does not offer anything international.,NEGATIVE,0.9994158744812012,General User Feedback
186,korsa,POSITIVE,0.9418999552726746,General User Feedback
187,its good,POSITIVE,0.9998385906219482,General User Feedback
188,very nice app,POSITIVE,0.9998562335968018,General User Feedback
189,it looks fantasy,POSITIVE,0.9888852834701538,UI & Design Feedback
190,it's best app to use recently and upgraded day to day for internationalization,POSITIVE,0.9983494281768799,General User Feedback
191,it is more convenient app,NEGATIVE,0.8680298924446106,General User Feedback
192,gooooodddd.....,NEGATIVE,0.9880051016807556,General User Feedback
193,This is app is not fast and not working well in all android phone. eg it is not functioning well using one plus phone.,NEGATIVE,0.9997861981391907,General User Feedback
194,Factory reset made me to lose my pin to login to my account!,NEGATIVE,0.999756395816803,Account Access Issues
195,keeps on saying bucket override when I try to pay henon school fee,NEGATIVE,0.996587872505188,General User Feedback
196,"life longe bank CBE , Save & change your life.",POSITIVE,0.9976091384887695,General User Feedback
197,does not working well,NEGATIVE,0.9997747540473938,General User Feedback
198,it's v good app sometimes there is a problem on other bank transfers,NEGATIVE,0.9923245906829834,Transaction Performance
199,pls speedup for quick uses,NEGATIVE,0.6067661046981812,UI & Design Feedback
200,"before, it was nice. now it does not work and crash automatically",NEGATIVE,0.9990578293800354,App Stability & Speed
201,Pls facilitate transfer to telebirr agent,NEGATIVE,0.9452366828918457,Transaction Performance
202,sestemaa siresun osoo manaa banki hindemne namnii barbade national id isa fayadamee osoo banachun danda'ame bayye nammati tola live event qabate,NEGATIVE,0.9795665144920349,General User Feedback
203,I customer for commercial bank of Ethiopia I trade,NEGATIVE,0.9372624754905701,General User Feedback
204,it's has an issue,POSITIVE,0.9217182993888855,General User Feedback
205,accessibility need to be taken seriously. There are people excluded because of inaccessible apps.,NEGATIVE,0.9503916501998901,General User Feedback
206,"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team.",NEGATIVE,0.9997742772102356,Transaction Performance
207,🤙,NEGATIVE,0.697056770324707,General User Feedback
208,I can't download this app please assist how it can be downloaded,NEGATIVE,0.9936169385910034,General User Feedback
209,"my favorite so far, but, how come we are not able to download the app and fix our problem ourselves? it is not fair to go to the bank and fix it for you? please think about it. Thank you",POSITIVE,0.8537576794624329,General User Feedback
210,lulit tukka giro,POSITIVE,0.8195427060127258,General User Feedback
211,Enough good even it hasn't transferring for other telebirr users,POSITIVE,0.9993717074394226,Transaction Performance
212,not good not bad.,POSITIVE,0.9955518841743469,General User Feedback
213,easy fast helpful for our business,POSITIVE,0.9969444870948792,General User Feedback
214,bad strresing,NEGATIVE,0.9997972846031189,General User Feedback
215,cool,POSITIVE,0.9998509883880615,General User Feedback
216,100%100 Fast and Amazing app !! 🏆🏆🏆🏆🏆🏆🏆🏆 💞🌷🇪🇹,POSITIVE,0.9997475743293762,General User Feedback
217,Not that happy at this app,NEGATIVE,0.999756395816803,General User Feedback
218,Best,POSITIVE,0.9997941851615906,General User Feedback
219,crush alot,NEGATIVE,0.9995573163032532,General User Feedback
220,itii fayadamaa namaa fayadaa kuniin,NEGATIVE,0.9859265089035034,General User Feedback
221,Musxafaa,NEGATIVE,0.9952422380447388,General User Feedback
222,well expriences,POSITIVE,0.9049550294876099,General User Feedback
223,great 👍,POSITIVE,0.9997692704200745,General User Feedback
224,I had good time with CBE,POSITIVE,0.9998478889465332,General User Feedback
225,crashes every time you need to update this app ASAP.. i will be changing bank if tjis continues,NEGATIVE,0.9992732405662537,App Stability & Speed
226,easy and fast,POSITIVE,0.9995583891868591,General User Feedback
227,very nice,POSITIVE,0.9998563528060913,General User Feedback
228,this app is very good,POSITIVE,0.9998623132705688,General User Feedback
229,በጣም ጥሩ ነው,NEGATIVE,0.8337252736091614,General User Feedback
230,deduction but no transaction. not good,NEGATIVE,0.9997362494468689,Transaction Performance
231,Easy to use and reliable.,POSITIVE,0.9997798800468445,General User Feedback
232,difficult to see our transactions after aweek,NEGATIVE,0.999567449092865,Transaction Performance
233,👍👍,NEGATIVE,0.697056770324707,General User Feedback
234,Good bank,POSITIVE,0.9998420476913452,General User Feedback
235,swift,POSITIVE,0.9991281628608704,General User Feedback
236,it is wel,POSITIVE,0.9836227297782898,General User Feedback
237,fully functional greate application it makes payment and transaction easier,POSITIVE,0.9978688955307007,Transaction Performance
238,it's best for everyone,POSITIVE,0.9998076558113098,General User Feedback
239,good jobs,POSITIVE,0.9998511075973511,General User Feedback
240,am happy using it.But why does it need continuous updates?,NEGATIVE,0.9802243709564209,UI & Design Feedback
241,Good job,POSITIVE,0.999835729598999,General User Feedback
242,Thank you for your service.,POSITIVE,0.9998093247413635,General User Feedback
243,WOW!,POSITIVE,0.999649167060852,General User Feedback
244,i have more experience,POSITIVE,0.9620587825775146,General User Feedback
245,i like this app,POSITIVE,0.9996516704559326,General User Feedback
246,I love this app,POSITIVE,0.9998608827590942,General User Feedback
247,it is not working,NEGATIVE,0.9997721314430237,General User Feedback
248,the app freezes sometimes and crashing,NEGATIVE,0.9954427480697632,App Stability & Speed
249,for active payment it's number one chose,POSITIVE,0.99142986536026,Transaction Performance
250,"What a nasty Update is this !. May I say 'Events cast their shadow before happenings'. Trust, value, Bank's 'n' Customers' financial property, such like things, at risk once again(the State owned Bank experienced some months ago due to app development issues or some other unknown reasons. Unable to see my own current balance due to a hidden page being displayed, stacked transaction history since March 26th, among others. Is that a Banking app being developed by Professionals ?.",NEGATIVE,0.9994988441467285,Transaction Performance
251,Very good Service provider bank,POSITIVE,0.9998120665550232,General User Feedback
252,nice app keep it up🤝🤝,POSITIVE,0.9996798038482666,General User Feedback
253,very much for your information 👋,POSITIVE,0.9981623291969299,General User Feedback
254,bad👎,NEGATIVE,0.697056770324707,General User Feedback
255,so nice to me,POSITIVE,0.9998413324356079,General User Feedback
256,good update,POSITIVE,0.9998435974121094,UI & Design Feedback
257,It's a good improvement. the app,POSITIVE,0.9997755885124207,General User Feedback
258,"This app is very unreliable—slow, frequently crashes, and fails to sync properly. Transactions don’t reflect accurately; I transferred money that was deducted but never received, with no record in recent activity. It often stops working and takes too long to update. Reinstalling doesn’t help. You even have to visit a branch for it to start working, which is unacceptable today. The problem is even worse outside Ethiopia.",NEGATIVE,0.9996652603149414,Transaction Performance
259,not working,NEGATIVE,0.9997778534889221,General User Feedback
260,it's fast and easy nice,POSITIVE,0.999872088432312,General User Feedback
261,girms,POSITIVE,0.9923914074897766,General User Feedback
262,"this platform is very useful for exchanging payment ,than *889#(it's slower ).🙏🙏",NEGATIVE,0.996285080909729,Transaction Performance
263,very excellent application the number one bank of Ethiopia thanks,POSITIVE,0.9998600482940674,General User Feedback
264,I can't use the app months ago. It stopped working with Mobile data and WiFi. I didn't know the cause. Why this app is not compatible with Android 8?,NEGATIVE,0.9996083378791809,General User Feedback
265,"very nice app, but charge more.",POSITIVE,0.9977237582206726,General User Feedback
266,Why mobile Banking is not functional?,NEGATIVE,0.9996395111083984,General User Feedback
267,does this app support international transactions,POSITIVE,0.9887037873268127,Transaction Performance
268,i use CBE almost more than 5 years,NEGATIVE,0.9014220833778381,General User Feedback
269,this app essential app on this time,POSITIVE,0.9950023293495178,General User Feedback
270,"After update not working at all, I live in abroad.",NEGATIVE,0.8973295092582703,UI & Design Feedback
271,it is not well functional. It always sluggish and poor application. n Not interested because always straggling .,NEGATIVE,0.9998195767402649,General User Feedback
272,best bank ever,POSITIVE,0.9998133778572083,General User Feedback
273,Pleas allow self service on Mobile banking.,NEGATIVE,0.9784427881240845,General User Feedback
274,saved transactions doesn't work properly it doesn't show transactions before a month only shows recent transactions even after I set filter date range,NEGATIVE,0.9966675639152527,Transaction Performance
275,easygoing & Convenient to use.,POSITIVE,0.9991795420646667,General User Feedback
276,Thank you,POSITIVE,0.9998352527618408,General User Feedback
277,It charges high amount of service charge.,POSITIVE,0.9774951338768005,General User Feedback
278,melkam new,NEGATIVE,0.9627686142921448,General User Feedback
279,Very good service all times,POSITIVE,0.9998514652252197,General User Feedback
280,ohh very useful and easy for use,POSITIVE,0.9979259967803955,General User Feedback
281,good application,POSITIVE,0.999854564666748,General User Feedback
282,so nice,POSITIVE,0.9998610019683838,General User Feedback
283,it nice and fast but usually it bad the connection by 4g network it still bad,NEGATIVE,0.9988802075386047,App Stability & Speed
284,not work app,NEGATIVE,0.9996713399887085,General User Feedback
285,nice App,POSITIVE,0.9998061060905457,General User Feedback
286,CBE is my beast one for any transactions,POSITIVE,0.9963353872299194,Transaction Performance
287,very good,POSITIVE,0.9998520612716675,General User Feedback
288,I Am Proud Of CBE Period!!!,POSITIVE,0.9998430013656616,General User Feedback
289,digital banking,POSITIVE,0.9698484539985657,General User Feedback
290,it is very good service you are giving,POSITIVE,0.9998605251312256,General User Feedback
291,ps fast and easy,POSITIVE,0.9974810481071472,General User Feedback
292,nice app for me,POSITIVE,0.9997487664222717,General User Feedback
293,vibe,POSITIVE,0.998847246170044,General User Feedback
294,Tajajilli keessan dubati Hafadha አገልግሎታችሁን ዱባቲ ሀፋድህን አቆይ Your service will stay behind,POSITIVE,0.8770360946655273,General User Feedback
295,ገላግሌ ብየዋለው ጥድት ያለ አፕ,NEGATIVE,0.8832131028175354,General User Feedback
296,best app i like it,POSITIVE,0.9997627139091492,General User Feedback
297,it is really very poor application. i've ever experienced.,NEGATIVE,0.9997970461845398,General User Feedback
298,wow ✌️,POSITIVE,0.9992976188659668,General User Feedback
299,EASY & SIMLPE TO MANIPULATE. COGRATS !!,NEGATIVE,0.9855722784996033,General User Feedback
300,zewediesh,NEGATIVE,0.9029979705810547,General User Feedback
301,Perfect App,POSITIVE,0.9998340606689453,General User Feedback
302,🆗 g,POSITIVE,0.5323750972747803,General User Feedback
303,the best app of mobile banking,POSITIVE,0.9998237490653992,General User Feedback
304,ዝም ብሉ ይዞራል 😡😡😡,NEGATIVE,0.8616328835487366,General User Feedback
305,the bank You can always relay on!,POSITIVE,0.9955812096595764,General User Feedback
306,"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",NEGATIVE,0.9991655349731445,App Stability & Speed
307,10Q U,NEGATIVE,0.784216046333313,General User Feedback
308,very interesting,POSITIVE,0.999863862991333,General User Feedback
309,"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",NEGATIVE,0.999395489692688,General User Feedback
310,it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,NEGATIVE,0.999647855758667,General User Feedback
311,This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,NEGATIVE,0.9997839331626892,Transaction Performance
312,ልስን,NEGATIVE,0.697056770324707,General User Feedback
313,new app,POSITIVE,0.9902405738830566,General User Feedback
314,it can't showed transaction history perfectly,NEGATIVE,0.9995885491371155,Transaction Performance
315,it have to be work on all smart phone ratherthan limitted by version,NEGATIVE,0.984043538570404,General User Feedback
316,All right 👍,POSITIVE,0.999824583530426,General User Feedback
