review,rating,date,bank,source
It's not allowing me to transfer money.,2,2026-05-15,CBE,Google Play
IT'S NOT WORK ON HUAWEI DEVICES,4,2026-05-15,CBE,Google Play
wow,4,2026-05-14,CBE,Google Play
nice app,5,2026-05-14,CBE,Google Play
formative,5,2026-05-14,CBE,Google Play
best app for financial activities 🙌,5,2026-05-14,CBE,Google Play
yoroo namaste 🙏 ♥️ ❤️ 💖 💖,5,2026-05-14,CBE,Google Play
incredible,5,2026-05-14,CBE,Google Play
best app for financial sector,5,2026-05-14,CBE,Google Play
it's a good application,5,2026-05-13,CBE,Google Play
thank you cbe,5,2026-05-13,CBE,Google Play
is good,5,2026-05-13,CBE,Google Play
Good application,2,2026-05-13,CBE,Google Play
"Nice, but I can't get some recently transactions. please try to keep all history scrolling full visibility done.",5,2026-05-13,CBE,Google Play
Very Secure but very poor interface and limited history service. The new colorful version is worst. Visibility and contrast are low. It is just my idea.,1,2026-05-13,CBE,Google Play
very nice 100%,5,2026-05-13,CBE,Google Play
good,5,2026-05-12,CBE,Google Play
Good to use,5,2026-05-12,CBE,Google Play
cbe,1,2026-05-12,CBE,Google Play
Cbe,4,2026-05-11,CBE,Google Play
best and secured,5,2026-05-11,CBE,Google Play
best,5,2026-05-11,CBE,Google Play
ok,5,2026-05-11,CBE,Google Play
why is my transaction fee hidden? Why doesn't the app show some of the transaction fees before. eg vat 15% show it togather before confirmation not after it feels like a scam.,3,2026-05-10,CBE,Google Play
Gal✅😶‍🌫️,1,2026-05-10,CBE,Google Play
posetive,5,2026-05-10,CBE,Google Play
እ. በ. ጥ. ነው,5,2026-05-10,CBE,Google Play
It is usefull app,5,2026-05-09,CBE,Google Play
this app is so functional for airtime for wallet and,5,2026-05-09,CBE,Google Play
very amazing app,5,2026-05-09,CBE,Google Play
excellent service,5,2026-05-09,CBE,Google Play
There is a a problem when updating the app,3,2026-05-09,CBE,Google Play
smart app,4,2026-05-08,CBE,Google Play
"Internet Based mobile app for CBEBirr A Internet Based mobile app for CBEBirr. With the new Internet based CBEBirr Mobile App you can make every operations applicable via the USSD version of CBEBirr. This app version is the latest version branded as CBEBirr Plus, CBEBirr+, CBE Birr +, or CBE Birr plus.",1,2026-05-08,CBE,Google Play
CBE it's my excellent choice,5,2026-05-08,CBE,Google Play
fast and time saving...,5,2026-05-08,CBE,Google Play
yesisgood,5,2026-05-07,CBE,Google Play
so good,5,2026-05-07,CBE,Google Play
"The app is getting worse and worse after every ""update"". The UI is inconsistent, you haven't fixed the issue with Mpesa wallet transfer ( the ""begin 0, end 1, length 0"" error after ever transfer attempt) ; now the tellbirr transfer raises ""Bucket override O-10094"" error. Test your work FULLY before release.",3,2026-05-07,CBE,Google Play
iam happy excellent app,5,2026-05-07,CBE,Google Play
is not work properly !!,3,2026-05-06,CBE,Google Play
አሪፍ አፕ ነው ገራሚ ሁኖ አግኝቼዋለሁ,5,2026-05-06,CBE,Google Play
When I update this app there isn't working,1,2026-05-06,CBE,Google Play
thanks you so much 👍 okay I am going to be like in,5,2026-05-05,CBE,Google Play
Best ever,1,2026-05-05,CBE,Google Play
features በጣም ወድጄዋለሁ ነገር ግን አንድ ችግር አይቼዋለሁ ።APPU DELETE በሆነ ጊዜ ቅርንጫፍ ማመላለሱና MB APPLICATION FORMAT ላይ በየጊዜው መፈረሙ አንድ ለባንኩ ወጪ ነው ሁለት ለደንበኞች Inconvenience ይፈጥራል አስተካክሉ,4,2026-05-05,CBE,Google Play
goood g,5,2026-05-05,CBE,Google Play
I like so much,5,2026-05-05,CBE,Google Play
This app has never been efficient at all,1,2026-05-04,CBE,Google Play
nice app.,5,2026-05-04,CBE,Google Play
"While the option to create or cancel standing orders has been added, it is not functional. Similarly, adding a new beneficiary is also not working. Please fix.",2,2026-05-04,CBE,Google Play
Wonderful App ❤️❤️❤️ I love it,5,2026-05-04,CBE,Google Play
i like it,5,2026-05-04,CBE,Google Play
vary good app,5,2026-05-04,CBE,Google Play
nice,5,2026-05-03,CBE,Google Play
easy to use but hard to find easily,4,2026-05-03,CBE,Google Play
fixed problem,4,2026-05-03,CBE,Google Play
በእውነት የሚገርም app ነው ነገሮችን ሁሉ ቀለል ያደርጋል,5,2026-05-03,CBE,Google Play
best app,5,2026-05-03,CBE,Google Play
Good Application,5,2026-05-02,CBE,Google Play
Good app,1,2026-05-02,CBE,Google Play
መስተካከል አለብት ብዩ አስታየት የም ሰጠው አካውንንት በስም ሲፈለግ mr ብሎ ቀጣይ ስም ለመፃፍ እስፔስም አይፈቅድ ቀጣዩ ፊደልም ሲፃፍ አይፅፍም ይሄ ቢስተካከል ይበልጥ ቀላል የረገዋል ብዩ አስበለው,4,2026-05-02,CBE,Google Play
why it alaways asked me to update every second when I log in.,1,2026-05-01,CBE,Google Play
pls update my cbe mobile banking,5,2026-05-01,CBE,Google Play
"Easy, secure and user friend",5,2026-05-01,CBE,Google Play
hiote tegayede,5,2026-05-01,CBE,Google Play
misraqe,1,2026-04-30,CBE,Google Play
excellent app,5,2026-04-30,CBE,Google Play
usefull app,5,2026-04-30,CBE,Google Play
nice bank,4,2026-04-30,CBE,Google Play
good 👍,5,2026-04-30,CBE,Google Play
it's no functional problem,5,2026-04-30,CBE,Google Play
Tamam Yunus Guddata,5,2026-04-30,CBE,Google Play
It's not working after the update it doesn't open at all,1,2026-04-30,CBE,Google Play
Good,5,2026-04-29,CBE,Google Play
CBE not compare to others,5,2026-04-29,CBE,Google Play
nice app thanks,5,2026-04-29,CBE,Google Play
Great,5,2026-04-29,CBE,Google Play
good service,5,2026-04-29,CBE,Google Play
"It is so good,and easy to use.",5,2026-04-28,CBE,Google Play
great app,5,2026-04-28,CBE,Google Play
update is not downgrade. its literally not working,1,2026-04-28,CBE,Google Play
Please consider optimizing the app for Huawei Mobile Services (HMS). It doesn't work after the update.,1,2026-04-28,CBE,Google Play
please use the cute ui as a professional developer,3,2026-04-28,CBE,Google Play
Daily Of the day Transfer Limit Restriction If there wasn't If it didn't have Very Extremely Happy We would be.,4,2026-04-28,CBE,Google Play
Amazing,5,2026-04-28,CBE,Google Play
it's better than before,4,2026-04-28,CBE,Google Play
worst apk for a big bank,1,2026-04-28,CBE,Google Play
doesn't work properly with safaricom network.,1,2026-04-28,CBE,Google Play
"The app forcefully made me an update, since then every time I try to make a payment it keeps bugging and failing non stop. please fix that . this is a big company not a start up .",1,2026-04-28,CBE,Google Play
I found that when i am using safaricom network the app keeps crashing a lot and not working and as soon as i change the network it will work smoothly so make is a lot compatible with the safaricom network service.,3,2026-04-28,CBE,Google Play
go ahead,5,2026-04-28,CBE,Google Play
cbe mobile app best app,5,2026-04-27,CBE,Google Play
"easy for use,and good privacy",4,2026-04-27,CBE,Google Play
amazing,5,2026-04-27,CBE,Google Play
i really judged this app. 99% were profit exclusive for others only with organization benefit.,1,2026-04-27,CBE,Google Play
unable to use it is not performed well,1,2026-04-27,CBE,Google Play
ወከቀቀ,5,2026-04-26,CBE,Google Play
Nice,5,2026-04-26,CBE,Google Play
This app is very good and helpful I am Happy working with cbe mobile banking tanx all members and I am ready invite all my family and friends ❤️,5,2026-04-26,CBE,Google Play
Samsung A-5360 is not my device and i did not opened by this,5,2026-04-26,CBE,Google Play
notwork totransferto other,1,2026-04-26,CBE,Google Play
የCommercial Bank of Ethiopia ሞባይል ባንኪንግ አገልግሎት በአጠቃላይ ጠቃሚ ነው፣ ግን አንድ ችግር አጋጥሞኛል። የሂሳብ ቁጥር በምናስገባበት ሳጥን ላይ “Mr” ወይም “Mrs” ከሚለው ቀጥሎ ያለውን ስም ለማስገባት ስፔስ (space) መጠቀም አይቻልም። ይህ ተጠቃሚዎችን ስም ትክክለኛ ለማስገባት እንዲቸገሩ ያደርጋል። እባክዎ በዚህ ክፍል ስፔስ መጠቀም እንዲቻል ወይም የስም መሙያ ስርዓቱን እንዲሻሻል ቢያደርጉ በጣም ጥሩ ይሆናል።,4,2026-04-26,CBE,Google Play
🫶👍🙏,5,2026-04-26,CBE,Google Play
I am very comfortable because we can easily access various transfer services that we used to have to go to the bank.,5,2026-04-25,CBE,Google Play
good app,5,2026-04-25,CBE,Google Play
i am so happy,5,2026-04-25,CBE,Google Play
The recent update is trash. I couldn't refresh the page. It's not even trying to sync. Please fix the bug and release a clean version.,1,2026-04-25,CBE,Google Play
good job,5,2026-04-25,CBE,Google Play
I'm from Ethiopia and proud of CBE service app.,5,2026-04-25,CBE,Google Play
I am successful with app,5,2026-04-25,CBE,Google Play
everything is boaring the previous one is good,1,2026-04-25,CBE,Google Play
good app but it needs more languages do it with more than four languages,5,2026-04-24,CBE,Google Play
good work,5,2026-04-24,CBE,Google Play
wow app.The developers make improvements every time.,5,2026-04-24,CBE,Google Play
nice and perfect,5,2026-04-24,CBE,Google Play
best experience,5,2026-04-24,CBE,Google Play
the best,5,2026-04-24,CBE,Google Play
What's wrong after i update the app unable to open,1,2026-04-24,CBE,Google Play
👍👍it is good. pls Hide the amount that appear on the top when we need to transfer🙏,1,2026-04-24,CBE,Google Play
not sure at the moment,3,2026-04-24,CBE,Google Play
it's the best app i have every seen it is fast and securty,5,2026-04-24,CBE,Google Play
Useful apps,5,2026-04-24,CBE,Google Play
easy to use,5,2026-04-24,CBE,Google Play
waw,4,2026-04-24,CBE,Google Play
"This app used to work well, but now it constantly shows an error saying it can’t load my accounts and tells me to visit a branch. I’m not even in the country, so that’s not possible. The app has frequent issues and needs better reliability and remote support options.",2,2026-04-24,CBE,Google Play
Very good,5,2026-04-23,CBE,Google Play
አዲሱ ገጽታው በጣም ያስጠላል። ለአይን ይከብዳል። ወደነበረበት ብትመልሱት።,1,2026-04-23,CBE,Google Play
I like it but sometimes there is a system error,4,2026-04-23,CBE,Google Play
"the app keeps asking for update, even after being updated",3,2026-04-23,CBE,Google Play
"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team",1,2026-04-23,CBE,Google Play
like,5,2026-04-23,CBE,Google Play
Good !,3,2026-04-23,CBE,Google Play
very good cbe app,5,2026-04-23,CBE,Google Play
tel birr,5,2026-04-23,CBE,Google Play
halaba kuleto,5,2026-04-23,CBE,Google Play
best app ever,5,2026-04-23,CBE,Google Play
it's good app for ease of access mobile banking transaction and use our time properly!,5,2026-04-22,CBE,Google Play
"pls make an option fingerprint Biometric payment only, it's fast and secure to pay",4,2026-04-22,CBE,Google Play
በጣም ቀላልና ፈጣን ለመጠቀም ወድጀዋለሁ,5,2026-04-22,CBE,Google Play
I love this up to much eollahi,5,2026-04-22,CBE,Google Play
I hope this bank have excellent Mobile app but still not easy and not working in holidays why,4,2026-04-22,CBE,Google Play
"It's a great, easy-to-use, very convenient and secure app.",5,2026-04-22,CBE,Google Play
Good Job,5,2026-04-22,CBE,Google Play
Best app.,5,2026-04-22,CBE,Google Play
it's so use full and secure 👍💪👌,5,2026-04-22,CBE,Google Play
"there should be atm voucher access included , and also the app crash sometimes .",1,2026-04-22,CBE,Google Play
"The app has some issues we need to have a place where we save our contacts where we usually send money to, after update I keep loosing all the important accounts.Also user needs to configure their notification types we want to receive either by email ,SMS or both. right now I don't get any notifications when I receive funds from companies.",1,2026-04-22,CBE,Google Play
after the the recent update the app not responding. even transfer to telebirr isn't working.,1,2026-04-22,CBE,Google Play
Need more additional future include for now it's not bad,1,2026-04-22,CBE,Google Play
I don't like. I can't make transfer to my own telebirr,1,2026-04-22,CBE,Google Play
lag and stack not quick response 😞😞,2,2026-04-22,CBE,Google Play
it good. to get services,5,2026-04-22,CBE,Google Play
Number One App,5,2026-04-22,CBE,Google Play
this secure app of all Ethiopia mobile banking ever.,5,2026-04-22,CBE,Google Play
perfect app,5,2026-04-22,CBE,Google Play
owww cbe,5,2026-04-22,CBE,Google Play
"Very secured, fast and favourable",5,2026-04-22,CBE,Google Play
very nice 👌,5,2026-04-21,CBE,Google Play
اليش يتعخر معرف والله,5,2026-04-21,CBE,Google Play
good application 💯💯💯.,5,2026-04-21,CBE,Google Play
Nice App,5,2026-04-21,CBE,Google Play
it cost us a lot just by transfer and in other way not fair,1,2026-04-21,CBE,Google Play
Great app,5,2026-04-21,CBE,Google Play
Interesting app,5,2026-04-21,CBE,Google Play
"i didn't get feed back through message ,Why so?",5,2026-04-21,CBE,Google Play
good and fast,5,2026-04-21,CBE,Google Play
"v, good",5,2026-04-21,CBE,Google Play
very bad experience as its very slow,1,2026-04-20,CBE,Google Play
i luv it,5,2026-04-20,CBE,Google Play
Good&fast,5,2026-04-20,CBE,Google Play
የጣት አሻራ አገልግሎት አላገኘሁም። አጠቃቀሙ ጠፍቶኝ ይሆን?,4,2026-04-19,CBE,Google Play
Rtgs limit very small,3,2026-04-19,CBE,Google Play
"Trasaction history not sorted in time basis, besides the hilight transaction and its details which is found by clicking the highht transaction are diffrent. Generally, the tansaction history page has a critical problem",3,2026-04-19,CBE,Google Play
best bank for Android application form market place and key number,5,2026-04-19,CBE,Google Play
i like cbe service,5,2026-04-19,CBE,Google Play
አሪፍ ነው,4,2026-04-18,CBE,Google Play
it is the best application in the Ethiopia I like it this,5,2026-04-18,CBE,Google Play
super spp,5,2026-04-18,CBE,Google Play
I have 1 year and thank you for yo ur genuine service,5,2026-04-18,CBE,Google Play
ካየህዋቸው ተመሳሳይ መተግበርያዎች በጣም ጥሩ መተግበርያ ነው,4,2026-04-18,CBE,Google Play
excellent,5,2026-04-18,CBE,Google Play
Excellent,5,2026-04-18,CBE,Google Play
"im having a terrible experience with this app, im getting 'unable to connect' error, this happened for a while now and they didnt fix it, it is so unreliable in times i need it that i have to resort to using ussd code instead of it. please fix this issue",1,2026-04-17,CBE,Google Play
Absolute garbage,1,2026-04-17,CBE,Google Play
CBE does not offer anything international.,3,2026-04-17,CBE,Google Play
korsa,5,2026-04-17,CBE,Google Play
its good,5,2026-04-17,CBE,Google Play
very nice app,5,2026-04-16,CBE,Google Play
it looks fantasy,5,2026-04-16,CBE,Google Play
it's best app to use recently and upgraded day to day for internationalization,5,2026-04-16,CBE,Google Play
it is more convenient app,5,2026-04-16,CBE,Google Play
gooooodddd.....,5,2026-04-15,CBE,Google Play
This is app is not fast and not working well in all android phone. eg it is not functioning well using one plus phone.,1,2026-04-15,CBE,Google Play
Factory reset made me to lose my pin to login to my account!,5,2026-04-15,CBE,Google Play
keeps on saying bucket override when I try to pay henon school fee,2,2026-04-15,CBE,Google Play
"life longe bank CBE , Save & change your life.",5,2026-04-15,CBE,Google Play
does not working well,5,2026-04-15,CBE,Google Play
it's v good app sometimes there is a problem on other bank transfers,4,2026-04-15,CBE,Google Play
pls speedup for quick uses,5,2026-04-14,CBE,Google Play
"before, it was nice. now it does not work and crash automatically",2,2026-04-14,CBE,Google Play
Pls facilitate transfer to telebirr agent,3,2026-04-14,CBE,Google Play
sestemaa siresun osoo manaa banki hindemne namnii barbade national id isa fayadamee osoo banachun danda'ame bayye nammati tola live event qabate,3,2026-04-13,CBE,Google Play
I customer for commercial bank of Ethiopia I trade,5,2026-04-13,CBE,Google Play
it's has an issue,1,2026-04-13,CBE,Google Play
accessibility need to be taken seriously. There are people excluded because of inaccessible apps.,3,2026-04-13,CBE,Google Play
"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team.",1,2026-04-12,CBE,Google Play
🤙,5,2026-04-12,CBE,Google Play
I can't download this app please assist how it can be downloaded,1,2026-04-12,CBE,Google Play
"my favorite so far, but, how come we are not able to download the app and fix our problem ourselves? it is not fair to go to the bank and fix it for you? please think about it. Thank you",5,2026-04-11,CBE,Google Play
lulit tukka giro,5,2026-04-11,CBE,Google Play
Enough good even it hasn't transferring for other telebirr users,5,2026-04-11,CBE,Google Play
not good not bad.,3,2026-04-11,CBE,Google Play
easy fast helpful for our business,5,2026-04-11,CBE,Google Play
bad strresing,1,2026-04-11,CBE,Google Play
cool,5,2026-04-11,CBE,Google Play
100%100 Fast and Amazing app !! 🏆🏆🏆🏆🏆🏆🏆🏆 💞🌷🇪🇹,5,2026-04-10,CBE,Google Play
Not that happy at this app,3,2026-04-10,CBE,Google Play
Best,5,2026-04-10,CBE,Google Play
crush alot,1,2026-04-10,CBE,Google Play
itii fayadamaa namaa fayadaa kuniin,5,2026-04-10,CBE,Google Play
Musxafaa,5,2026-04-09,CBE,Google Play
well expriences,5,2026-04-09,CBE,Google Play
great 👍,5,2026-04-09,CBE,Google Play
I had good time with CBE,5,2026-04-09,CBE,Google Play
crashes every time you need to update this app ASAP.. i will be changing bank if tjis continues,1,2026-04-09,CBE,Google Play
easy and fast,5,2026-04-08,CBE,Google Play
very nice,5,2026-04-08,CBE,Google Play
this app is very good,5,2026-04-08,CBE,Google Play
በጣም ጥሩ ነው,4,2026-04-08,CBE,Google Play
deduction but no transaction. not good,3,2026-04-08,CBE,Google Play
Easy to use and reliable.,5,2026-04-07,CBE,Google Play
difficult to see our transactions after aweek,1,2026-04-07,CBE,Google Play
👍👍,5,2026-04-07,CBE,Google Play
Good bank,5,2026-04-07,CBE,Google Play
swift,5,2026-04-07,CBE,Google Play
it is wel,5,2026-04-07,CBE,Google Play
fully functional greate application it makes payment and transaction easier,5,2026-04-06,CBE,Google Play
it's best for everyone,5,2026-04-06,CBE,Google Play
good jobs,5,2026-04-06,CBE,Google Play
am happy using it.But why does it need continuous updates?,5,2026-04-06,CBE,Google Play
Good job,5,2026-04-06,CBE,Google Play
Thank you for your service.,1,2026-04-05,CBE,Google Play
WOW!,4,2026-04-04,CBE,Google Play
i have more experience,5,2026-04-04,CBE,Google Play
i like this app,5,2026-04-04,CBE,Google Play
I love this app,5,2026-04-04,CBE,Google Play
it is not working,1,2026-04-04,CBE,Google Play
the app freezes sometimes and crashing,1,2026-04-04,CBE,Google Play
for active payment it's number one chose,5,2026-04-04,CBE,Google Play
"What a nasty Update is this !. May I say 'Events cast their shadow before happenings'. Trust, value, Bank's 'n' Customers' financial property, such like things, at risk once again(the State owned Bank experienced some months ago due to app development issues or some other unknown reasons. Unable to see my own current balance due to a hidden page being displayed, stacked transaction history since March 26th, among others. Is that a Banking app being developed by Professionals ?.",1,2026-04-04,CBE,Google Play
Very good Service provider bank,5,2026-04-04,CBE,Google Play
nice app keep it up🤝🤝,5,2026-04-03,CBE,Google Play
very much for your information 👋,5,2026-04-03,CBE,Google Play
bad👎,1,2026-04-03,CBE,Google Play
so nice to me,5,2026-04-03,CBE,Google Play
good update,5,2026-04-02,CBE,Google Play
It's a good improvement. the app,5,2026-04-02,CBE,Google Play
"This app is very unreliable—slow, frequently crashes, and fails to sync properly. Transactions don’t reflect accurately; I transferred money that was deducted but never received, with no record in recent activity. It often stops working and takes too long to update. Reinstalling doesn’t help. You even have to visit a branch for it to start working, which is unacceptable today. The problem is even worse outside Ethiopia.",1,2026-04-02,CBE,Google Play
not working,5,2026-04-01,CBE,Google Play
it's fast and easy nice,5,2026-04-01,CBE,Google Play
girms,5,2026-04-01,CBE,Google Play
"this platform is very useful for exchanging payment ,than *889#(it's slower ).🙏🙏",5,2026-04-01,CBE,Google Play
very excellent application the number one bank of Ethiopia thanks,5,2026-03-31,CBE,Google Play
I can't use the app months ago. It stopped working with Mobile data and WiFi. I didn't know the cause. Why this app is not compatible with Android 8?,3,2026-03-31,CBE,Google Play
"very nice app, but charge more.",5,2026-03-31,CBE,Google Play
Why mobile Banking is not functional?,2,2026-03-31,CBE,Google Play
does this app support international transactions,3,2026-03-31,CBE,Google Play
i use CBE almost more than 5 years,3,2026-03-30,CBE,Google Play
this app essential app on this time,5,2026-03-30,CBE,Google Play
"After update not working at all, I live in abroad.",1,2026-03-30,CBE,Google Play
it is not well functional. It always sluggish and poor application. n Not interested because always straggling .,1,2026-03-30,CBE,Google Play
best bank ever,5,2026-03-30,CBE,Google Play
Pleas allow self service on Mobile banking.,5,2026-03-29,CBE,Google Play
saved transactions doesn't work properly it doesn't show transactions before a month only shows recent transactions even after I set filter date range,1,2026-03-29,CBE,Google Play
easygoing & Convenient to use.,5,2026-03-29,CBE,Google Play
Thank you,5,2026-03-28,CBE,Google Play
It charges high amount of service charge.,1,2026-03-28,CBE,Google Play
melkam new,4,2026-03-27,CBE,Google Play
Very good service all times,5,2026-03-25,CBE,Google Play
ohh very useful and easy for use,5,2026-03-25,CBE,Google Play
good application,5,2026-03-25,CBE,Google Play
so nice,5,2026-03-24,CBE,Google Play
it nice and fast but usually it bad the connection by 4g network it still bad,4,2026-03-24,CBE,Google Play
not work app,5,2026-03-23,CBE,Google Play
nice App,5,2026-03-22,CBE,Google Play
CBE is my beast one for any transactions,5,2026-03-22,CBE,Google Play
very good,5,2026-03-22,CBE,Google Play
I Am Proud Of CBE Period!!!,5,2026-03-22,CBE,Google Play
digital banking,5,2026-03-21,CBE,Google Play
it is very good service you are giving,5,2026-03-21,CBE,Google Play
ps fast and easy,5,2026-03-21,CBE,Google Play
nice app for me,3,2026-03-21,CBE,Google Play
vibe,4,2026-03-21,CBE,Google Play
Tajajilli keessan dubati Hafadha አገልግሎታችሁን ዱባቲ ሀፋድህን አቆይ Your service will stay behind,1,2026-03-21,CBE,Google Play
ገላግሌ ብየዋለው ጥድት ያለ አፕ,5,2026-03-20,CBE,Google Play
best app i like it,5,2026-03-20,CBE,Google Play
it is really very poor application. i've ever experienced.,1,2026-03-20,CBE,Google Play
wow ✌️,5,2026-03-19,CBE,Google Play
EASY & SIMLPE TO MANIPULATE. COGRATS !!,4,2026-03-19,CBE,Google Play
zewediesh,4,2026-03-19,CBE,Google Play
Perfect App,5,2026-03-19,CBE,Google Play
🆗 g,5,2026-03-19,CBE,Google Play
the best app of mobile banking,5,2026-03-18,CBE,Google Play
ዝም ብሉ ይዞራል 😡😡😡,3,2026-03-18,CBE,Google Play
the bank You can always relay on!,5,2026-03-18,CBE,Google Play
"Why does this welcome notification appear every time the app is opened? It doesn’t add value in its current form, so please consider removing it. Alternatively, you could adjust it to appear only occasionally.",4,2026-03-17,CBE,Google Play
10Q U,5,2026-03-17,CBE,Google Play
very interesting,5,2026-03-17,CBE,Google Play
"it cant accomidate more than 2 accounts,every time i subscribe for my 3r account it vanish.",3,2026-03-17,CBE,Google Play
it's so disgusting my phone is s9+ android of 8/9 and this application still doesn't work for my phone fix it sooner as possible !,1,2026-03-17,CBE,Google Play
This app is by far one of the useless apps. It keep on sating can't sync and unable to do transfers. please for God sake fix it,1,2026-03-17,CBE,Google Play
ልስን,4,2026-03-17,CBE,Google Play
new app,5,2026-03-17,CBE,Google Play
it can't showed transaction history perfectly,1,2026-03-16,CBE,Google Play
it have to be work on all smart phone ratherthan limitted by version,1,2026-03-16,CBE,Google Play
All right 👍,5,2026-03-16,CBE,Google Play
you can transfer br,5,2026-03-16,CBE,Google Play
well,5,2026-03-16,CBE,Google Play
not properly work,2,2026-03-16,CBE,Google Play
proud of CBE. CBE is my everyday day choice and confidence.,5,2026-03-15,CBE,Google Play
It would be great if you could add tele birr agent to the transfer to wallet.,2,2026-03-15,CBE,Google Play
love,5,2026-03-15,CBE,Google Play
"To the CBE: I opened my account 8 years ago while working as a government employee in Harerghe. Now I live in Addis Ababa, yet my account has been frozen without any explanation. I contacted nearby branches and even the head office, and all I was told is that I must go to the branch where I originally opened my account-over 400 km away. How is this fair/legal? Expecting a customer to travel over 400km just to reactivate an account is unreasonable and shows a total disregard for customer rights.",3,2026-03-14,CBE,Google Play
"it's good, but sometime the app can not be fast and it will need upgraeds.....?",4,2026-03-14,CBE,Google Play
I gone to cbe branch more times as I updated or re installed it because it asks verfication no. after reinstallation or updation tis costy for you,4,2026-03-14,CBE,Google Play
wonderful Pp,5,2026-03-14,CBE,Google Play
l want Mobile banks code,5,2026-03-13,CBE,Google Play
My application are not working,5,2026-03-13,CBE,Google Play
its good customer support,4,2026-03-13,CBE,Google Play
Can't active now,3,2026-03-13,CBE,Google Play
this app is really make me excited 😊,5,2026-03-13,CBE,Google Play
Easy to use and best way for online transactions in Ethiopia.,4,2026-03-12,CBE,Google Play
ቸርነት ገበየሁ,5,2026-03-12,CBE,Google Play
"False advertising regarding Virtual Mastercard/Visa 😓😢😓 The latest update claims to support Mastercard and Visa cards, but this is completely false. The features are either missing or do not work at all. It is shameful for a leading bank to mislead its customers with ""new features"" that aren't actually available. Fix the bugs or stop making false promises.",1,2026-03-12,CBE,Google Play
thanks for my custom,5,2026-03-12,CBE,Google Play
is good always not work not access.,2,2026-03-11,CBE,Google Play
perfect 👌,5,2026-03-11,CBE,Google Play
Baankiin Daldala Itoophiyaa nuuf qabeenya guddaa tahuu hin dagatinaa Mata duree ykn Handhuura baankii hundaati,5,2026-03-11,CBE,Google Play
The worst Application,1,2026-03-10,CBE,Google Play
keepup the good work thanks,5,2026-03-10,CBE,Google Play
it good,5,2026-03-10,CBE,Google Play
loved,5,2026-03-10,CBE,Google Play
❤,5,2026-03-10,CBE,Google Play
exellent app!!!!!,5,2026-03-09,CBE,Google Play
it's good,3,2026-03-09,CBE,Google Play
Very Good service,5,2026-03-09,CBE,Google Play
The most dictator app in the banking industry. you beg for your own amount.,1,2026-03-09,CBE,Google Play
ጥሩ ነው,5,2026-03-08,CBE,Google Play
ቀርፋፋ ነዉ,2,2026-03-08,CBE,Google Play
their is no option to write the code and it is not functioning and i can't find the setting,1,2026-03-07,CBE,Google Play
I like it,4,2026-03-07,CBE,Google Play
slowing on connection.,3,2026-03-07,CBE,Google Play
please release an app which can work for all android versions.,1,2026-03-07,CBE,Google Play
"The previous application is good, but currently, after updating the application, everything is not working properly.",1,2026-03-07,CBE,Google Play
first bank itoophiyaa nigd bank,5,2026-03-06,CBE,Google Play
heddu gaalatoma,5,2026-03-06,CBE,Google Play
"Did you know that if you open and hide your balance amount, it's font size will grow untill you can make it grow anymore because the Eye thingy will disappear (😭😭🫠)",4,2026-03-06,CBE,Google Play
this is best app,4,2026-03-06,CBE,Google Play
"sometimes it shows ""the app is not configured to the latest"" message. Version 5.2 4",3,2026-03-06,CBE,Google Play
"Due to app version is to long ,this app is more lost money for new phone,im sory the new CBE app developper!",1,2026-03-06,CBE,Google Play
I am using most of my financial things smoothly.,5,2026-03-05,CBE,Google Play
ወደ ቴሌ ለማስተላለፍ ዕምብ አለ,5,2026-03-05,CBE,Google Play
nic,5,2026-03-05,CBE,Google Play
Excellent app,5,2026-03-05,CBE,Google Play
I like this apk and also I can accessed it wel!,5,2026-03-05,CBE,Google Play
This app is not working on samsung j6 devices this is not fair we can't afford to buy new devices so u have to make work on this devices to?,1,2026-03-04,CBE,Google Play
it's very good apps I like it,5,2026-03-04,CBE,Google Play
Good work,5,2026-03-04,CBE,Google Play
"Good app, Thanks",5,2026-03-04,CBE,Google Play
my choice,5,2026-03-04,CBE,Google Play
strong 💪,5,2026-03-03,CBE,Google Play
Your app is not working for android version 8. pls make it available!!,2,2026-03-03,CBE,Google Play
I couldn't pay/transfer to my loan account. Would you mind updating your system?,3,2026-03-03,CBE,Google Play
it is good important applications gofowards cbe,5,2026-03-03,CBE,Google Play
sestem esy,1,2026-03-03,CBE,Google Play
account not raning,5,2026-03-03,CBE,Google Play
bergit koranibachihu fetan agelgilot eyagegnen new.....💪,5,2026-03-03,CBE,Google Play
bad,1,2026-03-02,CBE,Google Play
"WOW, The bank I trust most",5,2026-03-02,CBE,Google Play
"I’m really glad you find the app useful, secure, and reliable.",5,2026-03-02,CBE,Google Play
wonderful,5,2026-03-02,CBE,Google Play
good application thanks very much,5,2026-03-02,CBE,Google Play
unbile to connect eyale aschegeren,1,2026-03-01,CBE,Google Play
